Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
Journey,JRN-038,Posts,SavedPostsScreen,lib/features/posts/screens/saved_posts_screen.dart,35,User journey,/v1/feed|explore|posts|comments; Isar Post; media cache,Default;Loading/Disabled;Error/Retry;Empty/NotFound,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,SavedPostsScreen preserves the mapped Flutter flow and visible states.,Validate SavedPostsScreen in its assigned implementation/runtime phase.,lib/features/posts/screens/saved_posts_screen.dart:35,State=lib/provider/personalized_feed_provider.dart:163; Repository/Service=lib/features/posts/data/go_posts_repository.dart:56; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-038
Journey,JRN-039,Posts,VistaStoryTemplateScreen,lib/features/posts/screens/VistaStoryTemplateScreen.dart,8,User journey,/v1/feed|explore|posts|comments; Isar Post; media cache,Default;Error/Retry,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,VistaStoryTemplateScreen preserves the mapped Flutter flow and visible states.,Validate VistaStoryTemplateScreen in its assigned implementation/runtime phase.,lib/features/posts/screens/VistaStoryTemplateScreen.dart:8,State=lib/provider/personalized_feed_provider.dart:163; Repository/Service=lib/features/posts/data/go_posts_repository.dart:56; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-039
Journey,JRN-040,Profile,AccountDetailsScreen,lib/features/profile/screens/account_details_screen.dart,15,User journey,/v1/profiles|me/profile|follow; Isar Profile,Default;Empty/NotFound;Private/Blocked,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D,SLICE-01D,AccountDetailsScreen preserves the mapped Flutter flow and visible states.,Validate AccountDetailsScreen in its assigned implementation/runtime phase.,lib/features/profile/screens/account_details_screen.dart:15,State=lib/features/profile/providers/user_profile_provider.dart:69; Repository/Service=lib/features/profile/data/profile_repository.dart:11; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-040
Journey,JRN-041,Profile,ProfileSetupWizardScreen,lib/features/profile/screens/profile_setup_wizard_screen.dart,13,User journey,/v1/profiles|me/profile|follow; Isar Profile,Default;Loading/Disabled;Error/Retry;Empty/NotFound;Keyboard/Focus/Validation,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D,SLICE-01D,ProfileSetupWizardScreen preserves the mapped Flutter flow and visible states.,Validate ProfileSetupWizardScreen in its assigned implementation/runtime phase.,lib/features/profile/screens/profile_setup_wizard_screen.dart:13,State=lib/features/profile/providers/user_profile_provider.dart:69; Repository/Service=lib/features/profile/data/profile_repository.dart:11; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-041
Journey,JRN-042,Search,SearchPage,lib/features/search/screens/searchPage.dart,25,User journey,/v1/profiles/search|hashtags; Isar RecentSearch,Default;Loading/Disabled;Error/Retry;Empty/NotFound;Keyboard/Focus/Validation,Partial — DISC-01A extension required,feature/search/src/main/java/ir/coffevista/vista_native/features/search/ui/SearchScreens.kt:87,DISC-01A,DISC-01A,SearchPage preserves the mapped Flutter flow and visible states.,Validate SearchPage in its assigned implementation/runtime phase.,lib/features/search/screens/searchPage.dart:25,State=lib/provider/search_mentions_provider.dart:272; Repository/Service=lib/provider/search_mentions_provider.dart:83; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-042
Journey,JRN-043,Services,ContactsScreen,lib/features/services/screens/contacts_screen.dart,11,User journey,/v1/services-hub; contacts; restricted WebView,Default;Loading/Disabled;Error/Retry;Empty/NotFound;Permission denied,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,ContactsScreen preserves the mapped Flutter flow and visible states.,Validate ContactsScreen in its assigned implementation/runtime phase.,lib/features/services/screens/contacts_screen.dart:11,State=lib/features/services/providers/services_hub_provider.dart:8; Repository/Service=lib/features/services/data/services_hub_repository.dart:8; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-043
Journey,JRN-044,Services,GameLaunchScreen,lib/features/services/screens/game_launch_screen.dart,17,User journey,/v1/services-hub; contacts; restricted WebView,Default;Loading/Disabled;Error/Retry,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,GameLaunchScreen preserves the mapped Flutter flow and visible states.,Validate GameLaunchScreen in its assigned implementation/runtime phase.,lib/features/services/screens/game_launch_screen.dart:17,State=lib/features/services/providers/services_hub_provider.dart:8; Repository/Service=lib/features/services/data/services_hub_repository.dart:8; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-044
Journey,JRN-045,Services,InAppWebScreen,lib/features/services/screens/in_app_web_screen.dart,6,User journey,/v1/services-hub; contacts; restricted WebView,Default;Loading/Disabled;Empty/NotFound;Private/Blocked,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,InAppWebScreen preserves the mapped Flutter flow and visible states.,Validate InAppWebScreen in its assigned implementation/runtime phase.,lib/features/services/screens/in_app_web_screen.dart:6,State=lib/features/services/providers/services_hub_provider.dart:8; Repository/Service=lib/features/services/data/services_hub_repository.dart:8; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-045
Journey,JRN-046,Services,ServicesScreen,lib/features/services/screens/services_screen.dart,49,User journey,/v1/services-hub; contacts; restricted WebView,Default;Loading/Disabled;Error/Retry;Empty/NotFound;Permission denied,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,ServicesScreen preserves the mapped Flutter flow and visible states.,Validate ServicesScreen in its assigned implementation/runtime phase.,lib/features/services/screens/services_screen.dart:49,State=lib/features/services/providers/services_hub_provider.dart:8; Repository/Service=lib/features/services/data/services_hub_repository.dart:8; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-046
Journey,JRN-047,Services,TopGroupsScreen,lib/features/services/screens/top_groups_screen.dart,8,User journey,/v1/services-hub; contacts; restricted WebView,Default;Loading/Disabled;Error/Retry;Empty/NotFound,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,TopGroupsScreen preserves the mapped Flutter flow and visible states.,Validate TopGroupsScreen in its assigned implementation/runtime phase.,lib/features/services/screens/top_groups_screen.dart:8,State=lib/features/services/providers/services_hub_provider.dart:8; Repository/Service=lib/features/services/data/services_hub_repository.dart:8; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-047
Journey,JRN-048,Settings,ContactUsScreen,lib/features/settings/screens/ContactUs.dart,13,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Error/Retry;Empty/NotFound;Offline/Degraded;Keyboard/Focus/Validation,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,ContactUsScreen preserves the mapped Flutter flow and visible states.,Validate ContactUsScreen in its assigned implementation/runtime phase.,lib/features/settings/screens/ContactUs.dart:13,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-048
Journey,JRN-049,Settings,FAQScreen,lib/features/settings/screens/FAQScreen.dart,3,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Empty/NotFound;Offline/Degraded;Keyboard/Focus/Validation,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,FAQScreen preserves the mapped Flutter flow and visible states.,Validate FAQScreen in its assigned implementation/runtime phase.,lib/features/settings/screens/FAQScreen.dart:3,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-049
Journey,JRN-050,Settings,PrivacyPolicyScreen,lib/features/settings/screens/PrivacyPolicyScreen.dart,3,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,PrivacyPolicyScreen preserves the mapped Flutter flow and visible states.,Validate PrivacyPolicyScreen in its assigned implementation/runtime phase.,lib/features/settings/screens/PrivacyPolicyScreen.dart:3,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-050
Journey,JRN-051,Settings,Settings,lib/features/settings/screens/Settings.dart,24,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Error/Retry;Empty/NotFound;Offline/Degraded,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,Settings preserves the mapped Flutter flow and visible states.,Validate Settings in its assigned implementation/runtime phase.,lib/features/settings/screens/Settings.dart:24,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-051
Journey,JRN-052,Settings,AboutSettingsPage,lib/features/settings/screens/subpages/AboutSettingsPage.dart,13,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Empty/NotFound,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,AboutSettingsPage preserves the mapped Flutter flow and visible states.,Validate AboutSettingsPage in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/AboutSettingsPage.dart:13,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-052
Journey,JRN-053,Settings,ActiveSessionsScreen,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart,14,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Loading/Disabled;Error/Retry;Empty/NotFound,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,ActiveSessionsScreen preserves the mapped Flutter flow and visible states.,Validate ActiveSessionsScreen in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart:14,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-053
Journey,JRN-054,Settings,BlockedUsersPage,lib/features/settings/screens/subpages/BlockedUsersPage.dart,12,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Loading/Disabled;Error/Retry;Empty/NotFound;Keyboard/Focus/Validation;Private/Blocked,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,BlockedUsersPage preserves the mapped Flutter flow and visible states.,Validate BlockedUsersPage in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/BlockedUsersPage.dart:12,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-054
Journey,JRN-055,Settings,DataStorageSettingsPage,lib/features/settings/screens/subpages/data_storage_settings_page.dart,13,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Empty/NotFound,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,DataStorageSettingsPage preserves the mapped Flutter flow and visible states.,Validate DataStorageSettingsPage in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/data_storage_settings_page.dart:13,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-055
Journey,JRN-056,Settings,NotificationSettingsPage,lib/features/settings/screens/subpages/notification_settings_page.dart,9,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Loading/Disabled;Error/Retry,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,NotificationSettingsPage preserves the mapped Flutter flow and visible states.,Validate NotificationSettingsPage in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/notification_settings_page.dart:9,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-056
Journey,JRN-057,Settings,PrivacySecurityPage,lib/features/settings/screens/subpages/privacy_security_page.dart,15,User journey,/v1/me/settings|privacy|sessions; SharedPreferences/Isar,Default;Loading/Disabled;Private/Blocked,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,PrivacySecurityPage preserves the mapped Flutter flow and visible states.,Validate PrivacySecurityPage in its assigned implementation/runtime phase.,lib/features/settings/screens/subpages/privacy_security_page.dart:15,State=lib/provider/settings_providers.dart:9; Repository/Service=lib/DB/settings_cache_service.dart:20; Tests=See coverage ledger Tests column; current-pass not implied; Native trace=NG-057
